Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2011-076T20:21:42.4461Z [Mar 17] ( 26.569,  90.480)      67981           111       3       8    75965
2011-076T20:21:46.9079Z [Mar 17] ( 26.394,  90.202)     407793           367      12      36    75965
2011-076T20:21:54.8238Z [Mar 17] ( 26.373,  90.559)    4048261           913      45     294    75965
2011-076T20:21:55.6133Z [Mar 17] ( 26.449,  90.607)     140956           200       8      25    75965
2011-076T20:21:56.1861Z [Mar 17] ( 26.033,  90.720)      81242           198       7      17    75965
2011-076T20:22:01.8835Z [Mar 17] ( 26.371,  90.930)       5734             0       1       1    75965
2011-076T20:22:08.0322Z [Mar 17] ( 24.996,  91.778)      88350           112       4      15    75965
2011-076T20:22:12.3080Z [Mar 17] ( 25.083,  91.421)     223259           363       7      32    75965
2011-076T20:22:17.8225Z [Mar 17] ( 24.890,  91.876)    2997228           533      19     135    75965
2011-077T14:30:25.1888Z [Mar 18] ( 26.459,  89.577)     134425           141       8      15    75977
2011-078T13:35:05.1638Z [Mar 19] ( 25.649,  90.177)     336672           279       8      19    75992
2011-078T13:35:06.4206Z [Mar 19] ( 25.629,  90.240)      56762           243       4      13    75992
2011-078T13:35:07.0884Z [Mar 19] ( 25.649,  90.169)      43749            82       3       6    75992
2011-078T13:35:08.0286Z [Mar 19] ( 25.607,  90.150)      23352            58       3       4    75992
2011-078T13:35:10.1306Z [Mar 19] ( 25.649,  90.187)    1095737           231      12      51    75992
2011-078T13:35:10.1894Z [Mar 19] ( 25.664,  90.346)      13796            43       2       2    75992
2011-078T13:35:11.8582Z [Mar 19] ( 25.630,  90.169)       4158             0       1       1    75992
2011-078T13:35:13.5270Z [Mar 19] ( 25.655,  90.186)     272022           114       8      20    75992
2011-078T13:35:13.9476Z [Mar 19] ( 25.607,  90.260)     313176           313       4      48    75992
2011-078T13:35:13.9496Z [Mar 19] ( 25.645,  90.323)      60510           333       6       9    75992
2011-078T13:35:13.9602Z [Mar 19] ( 25.712,  90.208)      34870             3       3       6    75992
2011-078T13:35:17.1561Z [Mar 19] ( 25.648,  90.199)    1073816           295      13      51    75992
2011-078T13:35:18.7355Z [Mar 19] ( 25.639,  90.175)      11067             0       1       2    75992
2011-078T13:35:19.9083Z [Mar 19] ( 25.707,  90.229)      97119           155       5      16    75992
2011-078T13:35:20.6515Z [Mar 19] ( 25.661,  90.183)     327637           173      11      26    75992
2011-078T13:35:21.0239Z [Mar 19] ( 25.637,  90.308)     159742           311       6      22    75992
2011-078T13:35:21.0757Z [Mar 19] ( 25.708,  90.213)      19768           218       3       4    75992
2011-078T13:35:22.1947Z [Mar 19] ( 25.651,  90.173)     158961           120       9      21    75992
2011-078T13:35:23.0364Z [Mar 19] ( 25.632,  90.224)      80818           135       4      13    75992
2011-078T13:35:23.8168Z [Mar 19] ( 25.175,  91.800)     136812           136       5      26    75992
2011-078T13:35:25.3480Z [Mar 19] ( 25.641,  90.183)     149807           141       7      19    75992
2011-078T13:35:26.8891Z [Mar 19] ( 25.649,  90.334)      21118            64       3       4    75992
2011-078T13:35:27.0881Z [Mar 19] ( 25.654,  90.205)     636103           477      16      43    75992
2011-078T13:35:27.4052Z [Mar 19] ( 25.677,  90.377)      28339           166       5       7    75992
2011-078T13:35:28.6796Z [Mar 19] ( 25.708,  90.255)     409474           218      11      50    75992
2011-078T13:35:29.8992Z [Mar 19] ( 25.310,  91.771)     351376           340      11      38    75992
2011-078T13:35:30.0801Z [Mar 19] ( 25.335,  91.732)    3785773             1       2      54    75992
2011-078T13:35:30.3680Z [Mar 19] ( 25.405,  91.992)      89578            18       3      20    75992
2011-078T13:35:30.6027Z [Mar 19] ( 25.666,  90.194)      45435           114       2       6    75992
2011-078T13:35:31.7147Z [Mar 19] ( 25.649,  90.198)      40186             9       2       5    75992
2011-078T13:35:31.8258Z [Mar 19] ( 25.641,  90.258)      17754             0       1       4    75992
2011-078T13:35:33.8202Z [Mar 19] ( 25.658,  90.193)      73464            68       7      10    75992
2011-078T13:35:34.1318Z [Mar 19] ( 25.715,  90.327)     187045           157       2      20    75992
2011-078T13:35:34.1911Z [Mar 19] ( 25.341,  92.193)      60524           171       4       9    75992
2011-078T13:35:34.4845Z [Mar 19] ( 25.237,  92.147)     337515           596      16      36    75992
2011-078T13:35:35.2564Z [Mar 19] ( 25.186,  92.006)     149610           166       6      20    75992
2011-078T13:35:36.0333Z [Mar 19] ( 25.661,  90.305)      25819             0       1       3    75992
2011-078T13:35:36.6403Z [Mar 19] ( 25.657,  90.207)    2376037           419      27     106    75992
2011-078T13:35:37.1398Z [Mar 19] ( 25.347,  92.145)      72565           540       9      15    75992
2011-078T13:35:37.3960Z [Mar 19] ( 25.416,  92.095)      77246             0       1      12    75992
2011-078T13:35:37.8759Z [Mar 19] ( 25.280,  92.080)     315161           475      13      33    75992
2011-078T13:35:39.0558Z [Mar 19] ( 25.602,  90.246)      15936             0       1       4    75992
2011-078T13:35:39.2920Z [Mar 19] ( 25.662,  90.274)      37487            76       4       8    75992
2011-078T13:35:39.4890Z [Mar 19] ( 25.692,  90.396)      22255             0       1       3    75992
2011-078T13:35:39.9081Z [Mar 19] ( 25.293,  92.145)      45376           223       7       8    75992
2011-078T13:35:41.6015Z [Mar 19] ( 25.588,  90.264)      20318             2       2       5    75992
2011-078T13:35:41.7684Z [Mar 19] ( 25.641,  90.322)      42927           207       4       6    75992
2011-078T13:35:41.8598Z [Mar 19] ( 25.414,  92.017)     235396             1       2      33    75992
2011-078T13:35:41.8704Z [Mar 19] ( 25.668,  90.224)     358775           191      10      31    75992
2011-078T13:35:43.7683Z [Mar 19] ( 25.666,  90.202)     233335           187      13      27    75992
2011-078T13:35:44.7080Z [Mar 19] ( 25.701,  90.316)      17988            61       2       3    75992
2011-078T13:35:45.0447Z [Mar 19] ( 25.640,  90.250)     150590           122       3      24    75992
2011-078T13:35:45.0593Z [Mar 19] ( 25.718,  90.236)      24510           136       3       5    75992
2011-078T13:35:47.9653Z [Mar 19] ( 25.669,  90.331)       5536             0       1       1    75992
2011-078T13:35:48.3537Z [Mar 19] ( 25.401,  91.989)    1004804           136       6     100    75992
2011-078T13:35:48.5311Z [Mar 19] ( 25.638,  90.219)     154598           132       6      18    75992
2011-078T13:35:49.5155Z [Mar 19] ( 25.666,  90.261)     106984           232       5      16    75992
2011-078T13:35:51.0843Z [Mar 19] ( 25.348,  92.188)     317701           202      11      28    75992
2011-078T13:35:51.4225Z [Mar 19] ( 25.669,  90.214)     541297           218       7      32    75992
2011-078T13:35:51.4260Z [Mar 19] ( 25.655,  90.340)     229262           318       9      32    75992
2011-078T13:35:51.8793Z [Mar 19] ( 25.338,  91.835)     917737           238       9      90    75992
2011-078T13:35:51.8808Z [Mar 19] ( 25.316,  91.860)     435744           118       4      43    75992
2011-078T13:35:51.9059Z [Mar 19] ( 25.271,  91.891)      28739            87       5       5    75992
2011-078T13:35:53.8144Z [Mar 19] ( 25.316,  92.209)     180498           320      11      19    75992
2011-078T13:35:53.8702Z [Mar 19] ( 25.439,  91.974)   13242436           680      48     430    75992
2011-078T13:35:54.1335Z [Mar 19] ( 25.484,  92.168)      16737             0       1       4    75992
2011-078T13:35:55.4476Z [Mar 19] ( 25.650,  90.288)      25763             0       1       6    75992
2011-078T13:35:55.4692Z [Mar 19] ( 25.646,  90.353)       9739            21       2       2    75992
2011-078T13:35:55.4742Z [Mar 19] ( 25.715,  90.278)     142572           249       4      20    75992
2011-078T13:35:57.0787Z [Mar 19] ( 25.690,  90.260)     143985           178       8      18    75992
2011-078T13:35:57.6551Z [Mar 19] ( 25.687,  90.247)     243492           129      10      22    75992
2011-078T13:35:57.9973Z [Mar 19] ( 25.737,  90.330)     390210           302       8      41    75992
2011-078T13:35:58.0902Z [Mar 19] ( 25.338,  92.037)     175723           245       8      24    75992
2011-078T13:35:59.7480Z [Mar 19] ( 25.352,  92.118)     449949           406      15      49    75992
2011-078T13:36:00.0189Z [Mar 19] ( 25.638,  90.348)     111917           132       6      16    75992
2011-078T13:36:00.0204Z [Mar 19] ( 25.737,  90.295)      34792             9       4       7    75992
2011-078T13:36:01.0641Z [Mar 19] ( 25.720,  90.279)      24327            75       3       4    75992
2011-078T13:36:01.2199Z [Mar 19] ( 25.294,  91.804)    1121839           494      18      89    75992
2011-078T13:36:01.7716Z [Mar 19] ( 25.668,  90.261)      36861           105       4       5    75992
2011-078T13:36:03.4439Z [Mar 19] ( 25.692,  90.318)      27148             0       1       4    75992
2011-078T13:36:05.0891Z [Mar 19] ( 25.729,  90.304)      45165             0       1       7    75992
2011-078T13:36:05.1163Z [Mar 19] ( 25.674,  90.300)       4870             0       1       1    75992
2011-078T13:36:06.6811Z [Mar 19] ( 25.693,  90.252)      32685            74       3       4    75992
2011-078T13:36:06.8474Z [Mar 19] ( 25.681,  90.434)      41832            53       2       4    75992
2011-078T13:36:08.3137Z [Mar 19] ( 25.708,  90.267)     124998           161       9      12    75992
2011-078T13:36:08.5037Z [Mar 19] ( 25.699,  90.369)      20183           200       3       4    75992
2011-078T13:36:09.9037Z [Mar 19] ( 25.485,  92.127)      77422           215       2      15    75992
2011-078T13:36:10.6398Z [Mar 19] ( 25.637,  90.361)       9739            73       2       2    75992
2011-078T13:36:11.3488Z [Mar 19] ( 25.693,  90.256)     113164           144       4       8    75992
2011-078T13:36:11.9343Z [Mar 19] ( 25.693,  90.306)     205041           375       9      28    75992
2011-078T13:36:14.4232Z [Mar 19] ( 25.692,  90.357)      14619             0       1       2    75992
2011-078T13:36:15.5438Z [Mar 19] ( 25.688,  90.265)     185602           284       8      12    75992
2011-078T13:36:15.6011Z [Mar 19] ( 25.431,  91.982)     128250           358       6      22    75992
2011-078T13:36:18.1347Z [Mar 19] ( 25.669,  90.373)      42405           120       6       7    75992
2011-078T13:36:22.2276Z [Mar 19] ( 25.722,  90.295)     172436           320       8      21    75992
2011-078T13:36:23.5758Z [Mar 19] ( 25.404,  91.958)    1211434           206       7     100    75992
2011-078T13:36:23.6366Z [Mar 19] ( 25.343,  91.951)      29935           143       4       6    75992
2011-078T13:36:25.4220Z [Mar 19] ( 25.718,  90.431)      54299             0       1       8    75992
2011-078T13:36:25.7477Z [Mar 19] ( 25.652,  90.326)      55638           202       3       7    75992
2011-078T13:36:26.9778Z [Mar 19] ( 25.696,  90.271)      52899           132       3       6    75992
2011-078T13:36:28.2883Z [Mar 19] ( 25.517,  92.253)      10426             0       1       2    75992
2011-078T13:36:29.2893Z [Mar 19] ( 25.679,  90.277)      15310             0       1       1    75992
2011-078T13:36:29.3592Z [Mar 19] ( 25.740,  90.358)     616987           209       8      56    75992
2011-078T13:36:29.8406Z [Mar 19] ( 25.338,  91.902)      96735           306       6      18    75992
2011-078T13:36:30.4104Z [Mar 19] ( 25.682,  90.298)      12530             0       1       1    75992
2011-078T13:36:32.1556Z [Mar 19] ( 25.718,  90.279)      53571           505       8      10    75992
2011-078T13:36:32.9993Z [Mar 19] ( 25.420,  92.186)       4870             0       1       1    75992
2011-078T13:36:33.3074Z [Mar 19] ( 25.508,  92.202)     185088           332       6      31    75992
2011-078T13:36:35.5812Z [Mar 19] ( 25.748,  90.318)      33432           132       2       7    75992
2011-078T13:36:37.0475Z [Mar 19] ( 25.656,  90.427)      65437           139       6       9    75992
2011-078T13:36:37.4073Z [Mar 19] ( 25.442,  92.158)     102156             0       1      12    75992
2011-078T13:36:37.4093Z [Mar 19] ( 25.382,  92.141)      75840           123       6       9    75992
2011-078T13:36:37.4395Z [Mar 19] ( 25.681,  90.260)       7646             0       1       1    75992
2011-078T13:36:37.5023Z [Mar 19] ( 25.516,  92.176)       9740             0       1       2    75992
2011-078T13:36:37.6475Z [Mar 19] ( 25.651,  90.348)      55702           255       5       8    75992
2011-078T13:36:38.9560Z [Mar 19] ( 25.677,  90.269)       9054             0       1       2    75992
2011-078T13:36:40.6912Z [Mar 19] ( 25.360,  92.127)      54339           406       7       9    75992
2011-078T13:36:40.7786Z [Mar 19] ( 25.453,  92.117)     113405           195       2      21    75992
2011-078T13:36:43.5771Z [Mar 19] ( 25.328,  92.096)     512228           676      30      47    75992
2011-078T13:36:43.7907Z [Mar 19] ( 25.380,  92.074)     774684           533      15      91    75992
2011-078T13:36:47.1921Z [Mar 19] ( 25.364,  91.917)     284004           127       7      45    75992
2011-078T13:36:48.1574Z [Mar 19] ( 25.352,  92.194)      64107           250       5      10    75992
2011-078T13:36:48.2162Z [Mar 19] ( 25.343,  92.135)      31991             0       1       4    75992
2011-078T13:36:53.0131Z [Mar 19] ( 25.434,  91.951)     200304            91       7      21    75992
2011-078T13:36:53.2764Z [Mar 19] ( 25.501,  92.125)    6549655           296      20     187    75992
2011-078T13:36:54.4634Z [Mar 19] ( 25.346,  92.264)      70346            93       4       7    75992
2011-078T13:36:54.4634Z [Mar 19] ( 25.530,  92.337)      63283            93       2      12    75992
2011-078T13:36:56.3076Z [Mar 19] ( 25.268,  91.991)      73094           539      10      16    75992
2011-078T13:36:56.4885Z [Mar 19] ( 25.352,  92.009)     354009           252       3      40    75992
2011-078T13:36:58.4241Z [Mar 19] ( 25.300,  92.115)     532889           821      22      60    75992
2011-078T13:37:01.3965Z [Mar 19] ( 25.315,  91.885)      27846           141       4       6    75992
2011-078T13:37:02.7105Z [Mar 19] ( 25.348,  92.182)     157129           324      10      24    75992
2011-078T13:37:06.3522Z [Mar 19] ( 25.339,  92.224)       6945             0       1       1    75992
2011-079T12:39:52.7672Z [Mar 20] ( 25.308,  90.696)       4274             0       1       1    76007
2011-079T12:39:54.3788Z [Mar 20] ( 25.354,  90.799)       4340             0       1       1    76007
2011-079T12:39:54.5954Z [Mar 20] ( 25.428,  90.762)      87100           166       7      13    76007
2011-079T12:39:55.4225Z [Mar 20] ( 25.367,  90.769)     130340            85       4      19    76007
2011-079T12:39:55.9149Z [Mar 20] ( 25.364,  90.816)       7206             0       1       2    76007
2011-079T12:39:58.3229Z [Mar 20] ( 25.395,  90.782)     592981           279      13      61    76007
2011-079T12:39:59.7290Z [Mar 20] ( 25.372,  90.792)     128072            10       3      16    76007
2011-079T12:40:00.6023Z [Mar 20] ( 25.360,  90.788)      16420             2       2       4    76007
