Flash time (UTC)                 (    Lat,     Lon)   Radiance  Milliseconds  Groups  Events Orbit-ID
2012-167T22:42:54.9505Z [Jun 15] ( 25.706,  90.883)      49498             1       2      10    83074
2012-167T22:42:55.0600Z [Jun 15] ( 25.653,  90.828)     251506           207       5      48    83074
2012-167T22:42:55.3269Z [Jun 15] ( 26.251,  89.443)      89743           213       5      15    83074
2012-167T22:42:55.6832Z [Jun 15] ( 20.780,  90.414)     158776           230       7      27    83074
2012-167T22:42:56.5530Z [Jun 15] ( 24.036,  91.613)     178207            44      10      30    83074
2012-167T22:42:57.3570Z [Jun 15] ( 23.670,  91.552)      45123            84       5       9    83074
2012-167T22:42:58.0429Z [Jun 15] ( 26.282,  89.386)       7844             0       1       2    83074
2012-167T22:42:58.2505Z [Jun 15] ( 26.330,  89.476)    1112170           793      28     130    83074
2012-167T22:42:58.3148Z [Jun 15] ( 26.257,  89.608)     294428           524      11      45    83074
2012-167T22:42:58.4188Z [Jun 15] ( 26.277,  89.356)     108537           535      13      30    83074
2012-167T22:42:58.4203Z [Jun 15] ( 26.362,  89.448)     226230           320      18      47    83074
2012-167T22:42:58.9756Z [Jun 15] ( 23.730,  91.629)      91849             2       2      18    83074
2012-167T22:42:59.0238Z [Jun 15] ( 23.693,  91.495)     607927           510      18      93    83074
2012-167T22:42:59.1047Z [Jun 15] ( 26.215,  89.500)       7844             0       1       2    83074
2012-167T22:43:00.0932Z [Jun 15] ( 26.249,  89.447)      46945           232       5      10    83074
2012-167T22:43:01.8333Z [Jun 15] ( 22.558,  88.139)     290381           445       7      41    83074
2012-167T22:43:02.1198Z [Jun 15] ( 20.811,  90.110)      38314            66       4       9    83074
2012-167T22:43:03.0936Z [Jun 15] ( 26.223,  89.414)      99631           349      10      20    83074
2012-167T22:43:05.5036Z [Jun 15] ( 26.303,  89.423)      61128           347       5      11    83074
2012-167T22:43:05.6041Z [Jun 15] ( 20.699,  90.185)      21597           141       4       5    83074
2012-167T22:43:06.1107Z [Jun 15] ( 20.644,  90.240)      78159             2       2      15    83074
2012-167T22:43:06.2036Z [Jun 15] ( 20.669,  90.265)    1576964             7       5      98    83074
2012-167T22:43:06.8755Z [Jun 15] ( 23.667,  91.588)     262781           280       8      36    83074
2012-167T22:43:06.9755Z [Jun 15] ( 26.254,  89.451)      12118            69       3       3    83074
2012-167T22:43:10.0066Z [Jun 15] ( 26.282,  89.877)    1479051           481      47     207    83074
2012-167T22:43:10.1463Z [Jun 15] ( 26.152,  89.461)      85290           526      11      17    83074
2012-167T22:43:11.0021Z [Jun 15] ( 26.311,  89.494)    3405850          1635      65     264    83074
2012-167T22:43:11.0201Z [Jun 15] ( 20.972,  90.253)      47272             0       1       7    83074
2012-167T22:43:11.4553Z [Jun 15] ( 23.633,  91.539)      22036            89       2       5    83074
2012-167T22:43:12.6784Z [Jun 15] ( 23.631,  91.587)      25622            89       3       6    83074
2012-167T22:43:13.2528Z [Jun 15] ( 23.794,  91.934)    1125335           572      17     138    83074
2012-167T22:43:13.9528Z [Jun 15] ( 23.693,  91.504)      36710           298       4       9    83074
2012-167T22:43:15.5502Z [Jun 15] ( 26.268,  89.457)      55902           232       6      10    83074
2012-167T22:43:16.4452Z [Jun 15] ( 26.202,  89.390)      39371           224       6       7    83074
2012-167T22:43:17.3457Z [Jun 15] ( 27.000,  91.729)     432139           555      18      97    83074
2012-167T22:43:17.8010Z [Jun 15] ( 26.957,  91.833)      37807           306       3      10    83074
2012-167T22:43:18.2502Z [Jun 15] ( 26.206,  89.495)     159383           352       8      20    83074
2012-167T22:43:19.8778Z [Jun 15] ( 23.795,  91.670)     127950           166       2      24    83074
2012-167T22:43:20.0924Z [Jun 15] ( 26.294,  89.312)      87004           370       7      18    83074
2012-167T22:43:20.2195Z [Jun 15] ( 23.886,  91.650)      48860           130       4      11    83074
2012-167T22:43:20.9949Z [Jun 15] ( 26.299,  89.463)      43697           114       5       8    83074
2012-167T22:43:21.2065Z [Jun 15] ( 25.669,  90.970)     140192           278       6      27    83074
2012-167T22:43:22.6924Z [Jun 15] ( 26.371,  89.433)     226735           843      18      33    83074
2012-167T22:43:23.0863Z [Jun 15] ( 26.163,  89.457)      49420           211       4       9    83074
2012-167T22:43:23.4140Z [Jun 15] ( 26.278,  89.393)      13653             0       1       3    83074
2012-167T22:43:24.1265Z [Jun 15] ( 23.621,  91.505)     133632            14       4      22    83074
2012-167T22:43:24.3592Z [Jun 15] ( 26.241,  89.507)     398401           544      25      53    83074
2012-167T22:43:24.3823Z [Jun 15] ( 23.790,  91.661)     167596           266       2      19    83074
2012-167T22:43:24.4486Z [Jun 15] ( 23.649,  91.601)     783723           146      10      61    83074
2012-167T22:43:24.8768Z [Jun 15] ( 23.702,  91.620)     713211           476      14      87    83074
2012-167T22:43:24.9753Z [Jun 15] ( 20.758,  90.391)      34130            57       4       8    83074
2012-167T22:43:26.1446Z [Jun 15] ( 25.617,  90.687)     169486           563      10      33    83074
2012-167T22:43:26.9642Z [Jun 15] ( 26.249,  89.473)      70443           266       8      13    83074
2012-167T22:43:28.6651Z [Jun 15] ( 26.333,  89.470)     389881           704      11      43    83074
2012-167T22:43:29.6179Z [Jun 15] ( 26.386,  89.323)       9336            83       2       2    83074
2012-167T22:43:29.8541Z [Jun 15] ( 20.985,  90.294)     180226           354       9      32    83074
2012-167T22:43:29.9224Z [Jun 15] ( 23.625,  91.531)      30650           280       2       7    83074
2012-167T22:43:31.4048Z [Jun 15] ( 26.256,  89.370)      63071           597       7      12    83074
2012-167T22:43:32.0943Z [Jun 15] ( 23.614,  91.463)     621340           410      10      70    83074
2012-167T22:43:32.5505Z [Jun 15] ( 23.686,  91.576)     415098           349       9      49    83074
2012-167T22:43:34.1852Z [Jun 15] ( 26.262,  89.445)     300864           428       8      30    83074
2012-167T22:43:34.6776Z [Jun 15] ( 26.466,  89.259)     263405           576      16      33    83074
2012-167T22:43:36.0475Z [Jun 15] ( 23.750,  91.580)      48086            37       4       9    83074
2012-167T22:43:36.3123Z [Jun 15] ( 26.237,  89.364)      54365           241       7       9    83074
2012-167T22:43:36.5022Z [Jun 15] ( 23.746,  91.608)      66094             2       2      13    83074
2012-167T22:43:36.8389Z [Jun 15] ( 26.205,  89.435)      17245            53       2       3    83074
2012-167T22:43:37.4098Z [Jun 15] ( 23.638,  91.580)     141192           250       8      24    83074
2012-167T22:43:39.5318Z [Jun 15] ( 26.263,  89.394)     105751           275       4      10    83074
2012-167T22:43:40.5615Z [Jun 15] ( 25.708,  90.732)      50966           259       3      10    83074
2012-167T22:43:40.8117Z [Jun 15] ( 26.391,  89.112)     273546           414       5      24    83074
2012-167T22:43:41.0198Z [Jun 15] ( 26.200,  89.468)     450720           689      23      55    83074
2012-167T22:43:41.4152Z [Jun 15] ( 23.693,  91.490)      84919            59       5      14    83074
2012-167T22:43:42.4469Z [Jun 15] ( 23.707,  91.579)     344134           307      13      47    83074
2012-167T22:43:42.6042Z [Jun 15] ( 26.332,  89.399)     226586           845      15      41    83074
2012-167T22:43:44.2227Z [Jun 15] ( 23.761,  91.889)    2083392           981      31     216    83074
2012-167T22:43:44.5202Z [Jun 15] ( 26.237,  89.405)      13659             0       1       3    83074
2012-167T22:43:44.6433Z [Jun 15] ( 26.248,  89.324)      33759           481       7       7    83074
2012-167T22:43:44.9087Z [Jun 15] ( 23.676,  91.583)      70238           223       5      13    83074
2012-167T22:43:44.9946Z [Jun 15] ( 23.870,  91.825)      50069             5       3       8    83074
2012-167T22:43:45.2629Z [Jun 15] ( 26.123,  89.442)       5025             0       1       1    83074
2012-167T22:43:46.4910Z [Jun 15] ( 26.290,  89.406)      70129           349       4      11    83074
2012-167T22:43:46.7745Z [Jun 15] ( 23.658,  91.575)      22941           121       2       4    83074
2012-167T22:43:46.9247Z [Jun 15] ( 26.186,  89.334)      44560           366       5      10    83074
2012-167T22:43:47.0036Z [Jun 15] ( 23.919,  91.727)     162171           241       6      31    83074
2012-167T22:43:47.6765Z [Jun 15] ( 23.696,  91.544)     290189           327       7      32    83074
2012-167T22:43:49.7769Z [Jun 15] ( 25.668,  90.563)    2193587           619      41     225    83074
2012-167T22:43:50.2387Z [Jun 15] ( 26.243,  89.384)      25208             0       1       4    83074
2012-167T22:43:50.8940Z [Jun 15] ( 25.629,  90.687)      90259            25       3      14    83074
2012-167T22:43:53.1538Z [Jun 15] ( 24.105,  91.422)     313876           333      15      63    83074
2012-167T22:43:54.6020Z [Jun 15] ( 23.653,  91.580)     117603           195       6      20    83074
2012-167T22:43:59.6336Z [Jun 15] ( 23.650,  91.514)      66126           100       3       9    83074
2012-167T22:44:00.1919Z [Jun 15] ( 23.615,  91.471)     274699           261      10      38    83074
2012-167T22:44:00.4587Z [Jun 15] ( 23.688,  91.577)      34118            85       3       7    83074
2012-167T22:44:00.8527Z [Jun 15] ( 25.680,  90.625)     203179           456      11      33    83074
2012-167T22:44:01.6210Z [Jun 15] ( 23.673,  91.466)     128083           206       4      18    83074
2012-167T22:44:08.5822Z [Jun 15] ( 25.709,  91.017)      10051             3       2       2    83074
2012-167T22:44:09.2606Z [Jun 15] ( 23.809,  91.931)      45975            27       2      10    83074
2012-168T05:15:06.7124Z [Jun 16] ( 22.014,  90.383)    1257915           143      15     102    83078
2012-168T05:15:17.6484Z [Jun 16] ( 21.870,  90.175)     107398           159       6      11    83078
2012-168T05:15:23.5448Z [Jun 16] ( 22.305,  91.523)      24000           254       2       2    83078
2012-168T05:15:25.6684Z [Jun 16] ( 22.268,  91.291)      70272           157       2       5    83078
2012-168T05:15:25.7523Z [Jun 16] ( 22.325,  91.261)      47050             0       1       4    83078
2012-168T05:15:26.1302Z [Jun 16] ( 22.234,  91.337)      24840             0       1       2    83078
2012-168T05:15:34.5276Z [Jun 16] ( 23.727,  91.423)     502508           125       3      15    83078
2012-168T05:15:43.8702Z [Jun 16] ( 22.334,  91.348)     269640             2       2       7    83078
2012-168T05:15:53.2882Z [Jun 16] ( 22.292,  91.237)     185100           206       3       6    83078
2012-168T05:16:05.3237Z [Jun 16] ( 22.380,  91.189)      41330             0       1       1    83078
2012-168T05:16:07.3417Z [Jun 16] ( 22.135,  91.508)      36630             0       1       1    83078
2012-168T05:16:07.4241Z [Jun 16] ( 22.061,  91.540)     112951           253       5      12    83078
2012-168T05:16:13.8552Z [Jun 16] ( 22.275,  91.304)     128150           238       2       4    83078
2012-168T05:16:14.2386Z [Jun 16] ( 22.319,  91.331)     129670            25       2       4    83078
2012-168T05:16:18.7054Z [Jun 16] ( 23.843,  91.536)     111265           147       4      11    83078
2012-168T05:16:30.8540Z [Jun 16] ( 21.757,  90.210)     826767           245      11      50    83078
2012-168T05:16:30.8952Z [Jun 16] ( 21.791,  90.098)     183811            46       7      18    83078
2012-168T05:16:30.9595Z [Jun 16] ( 22.215,  91.299)      37017           152       2       3    83078
2012-168T05:16:30.9756Z [Jun 16] ( 21.855,  90.060)      56810            21       3       7    83078
2012-168T05:16:31.4163Z [Jun 16] ( 21.762,  90.025)     150493            59       4      13    83078
2012-168T05:16:34.7625Z [Jun 16] ( 23.715,  91.437)     171176           354       7      12    83078
2012-168T05:16:43.8387Z [Jun 16] ( 22.079,  91.474)      56650             0       1       5    83078
2012-168T21:46:03.2693Z [Jun 16] ( 20.727,  87.926)     246757           178      11      49    83089
2012-168T21:47:07.8373Z [Jun 16] ( 22.292,  87.999)     234185           202       4      27    83089
2012-168T21:47:20.6336Z [Jun 16] ( 22.127,  87.911)      79439             2       2      12    83089
2012-169T04:19:15.4517Z [Jun 17] ( 25.482,  88.293)      65928            87       4       6    83093
2012-169T22:29:14.2750Z [Jun 17] ( 25.347,  88.077)     315825           282       8      36    83105
2012-169T22:29:21.6588Z [Jun 17] ( 25.776,  89.163)      57128           335       5      12    83105
2012-169T22:29:21.8272Z [Jun 17] ( 25.315,  88.785)     232776           148      11      36    83105
2012-169T22:29:41.0536Z [Jun 17] ( 25.546,  88.862)      93364            12       6      18    83105
2012-169T22:29:46.2188Z [Jun 17] ( 25.784,  89.209)      17754             0       1       4    83105
2012-169T22:30:00.1473Z [Jun 17] ( 25.312,  88.479)    2571500           545      47     227    83105
2012-169T22:30:00.3654Z [Jun 17] ( 25.406,  88.449)      72334           215       5      13    83105
2012-169T22:30:00.4442Z [Jun 17] ( 25.473,  88.324)     698947           275      33     115    83105
2012-169T22:30:01.2392Z [Jun 17] ( 25.420,  87.900)    5803166           433      11     185    83105
2012-169T22:30:01.5382Z [Jun 17] ( 25.282,  87.892)     834997            44       6      84    83105
2012-169T22:30:04.6517Z [Jun 17] ( 25.707,  89.324)      48698            75       5      10    83105
2012-169T22:30:10.2527Z [Jun 17] ( 25.329,  88.769)     409002           433       9      46    83105
2012-169T22:30:24.1967Z [Jun 17] ( 26.592,  90.848)   15364750           657      52     636    83105
2012-169T22:31:17.5709Z [Jun 17] ( 26.595,  90.982)      91163           178      10      19    83105
2012-169T22:31:17.9005Z [Jun 17] ( 26.674,  91.008)      19471             0       1       4    83105
2012-170T21:34:26.1612Z [Jun 18] ( 24.868,  91.385)    3314570           786      44     275    83120
2012-170T21:34:40.2218Z [Jun 18] ( 24.816,  91.407)     331506           172       8      38    83120
2012-170T21:34:45.0258Z [Jun 18] ( 25.087,  91.908)     417668           315      10      58    83120
2012-170T21:34:51.4051Z [Jun 18] ( 24.981,  92.171)      61127           338       5      12    83120
2012-170T21:34:54.2111Z [Jun 18] ( 25.016,  92.308)    2181320           485      36     210    83120
2012-170T21:35:01.6255Z [Jun 18] ( 24.820,  91.392)      57071           152       2       9    83120
2012-170T21:35:06.0496Z [Jun 18] ( 24.905,  91.336)     844252           354      20      96    83120
2012-170T21:35:06.4059Z [Jun 18] ( 25.061,  92.497)     247934           499      14      45    83120
2012-170T21:35:18.2248Z [Jun 18] ( 24.735,  91.490)     642217           508      21      78    83120
2012-170T21:35:22.0207Z [Jun 18] ( 24.836,  91.362)     195581           390      10      34    83120
2012-170T21:35:26.8870Z [Jun 18] ( 25.111,  91.853)     264278           224       7      35    83120
2012-170T21:35:35.1733Z [Jun 18] ( 25.063,  92.307)    2259084           535      29     174    83120
2012-170T21:35:41.6426Z [Jun 18] ( 24.796,  91.371)      50803            51       6      10    83120
2012-170T21:35:43.7481Z [Jun 18] ( 25.106,  91.899)      38962           146       2       7    83120
2012-170T21:35:44.0275Z [Jun 18] ( 25.013,  92.165)     174721           338       7      27    83120
2012-171T20:39:09.1680Z [Jun 19] ( 25.035,  91.061)     483075           449      13      82    83135
2012-171T20:40:12.4435Z [Jun 19] ( 25.037,  91.038)     276121           175       8      40    83135
2012-171T20:40:12.5204Z [Jun 19] ( 25.048,  91.119)     419954           141       8      55    83135
2012-172T19:42:11.6204Z [Jun 20] ( 21.507,  87.696)     137099           308       4      15    83150
2012-172T19:42:11.8119Z [Jun 20] ( 21.474,  87.694)    1040733             2       2      53    83150
2012-172T19:42:41.5984Z [Jun 20] ( 22.109,  89.070)      44663           148       8      11    83150
2012-172T19:42:45.5125Z [Jun 20] ( 21.586,  88.028)     138077             1       2      13    83150
2012-172T19:42:52.0762Z [Jun 20] ( 21.943,  88.668)     630165           399       5      82    83150
2012-172T19:43:10.7669Z [Jun 20] ( 21.530,  87.701)     287067           265      16      32    83150
2012-172T19:43:37.6726Z [Jun 20] ( 21.550,  87.698)     807699           435      11      72    83150
2012-172T19:44:11.5827Z [Jun 20] ( 21.930,  90.035)     714674           799      17      76    83150
2012-173T20:25:00.3678Z [Jun 21] ( 26.343,  88.314)      23058            44       3       5    83166
2012-173T20:25:00.9336Z [Jun 21] ( 26.367,  88.340)      28845             7       4       6    83166
2012-173T20:25:44.5119Z [Jun 21] ( 26.348,  88.463)     801637           421      19      85    83166
2012-173T20:26:07.2332Z [Jun 21] ( 26.928,  88.311)     876514           130      14     101    83166
2012-174T19:29:47.6986Z [Jun 22] ( 25.716,  87.848)      46426            12       2      10    83181
2012-174T19:29:49.0755Z [Jun 22] ( 25.731,  88.501)      66592           120       5      15    83181
2012-174T19:30:07.7285Z [Jun 22] ( 25.718,  87.911)     236779           392      15      35    83181
2012-174T19:30:45.2948Z [Jun 22] ( 25.762,  87.861)      94184            42       6      15    83181
2012-175T02:02:16.0744Z [Jun 23] ( 21.762,  89.489)      85848             0       1       5    83185
2012-175T02:02:25.6628Z [Jun 23] ( 21.054,  88.894)    6104602          1335      53     282    83185
2012-175T02:02:26.4542Z [Jun 23] ( 21.070,  88.952)    8553915           294       9     165    83185
2012-175T02:02:36.0923Z [Jun 23] ( 21.642,  89.468)    4879676           721      64     242    83185
2012-175T02:02:39.5530Z [Jun 23] ( 20.915,  88.736)     148450           564       8      15    83185
2012-175T02:03:01.0924Z [Jun 23] ( 22.456,  89.928)      93179            41       8      11    83185
2012-175T02:03:04.1130Z [Jun 23] ( 20.949,  88.745)    2280967           775      37     128    83185
2012-175T02:03:14.9133Z [Jun 23] ( 21.733,  89.496)    3666962          1006      76     216    83185
2012-175T02:03:16.1254Z [Jun 23] ( 21.051,  88.876)    2322530           599      28     122    83185
2012-175T02:03:28.3579Z [Jun 23] ( 20.735,  88.449)     366600           187      15      34    83185
2012-175T02:03:35.5844Z [Jun 23] ( 20.921,  88.809)     153103             0       1      13    83185
2012-175T02:03:35.6110Z [Jun 23] ( 20.959,  88.739)     138457           365       6      16    83185
2012-175T18:33:57.3324Z [Jun 23] ( 21.123,  88.967)     831786           340      23     105    83196
2012-175T18:34:05.7067Z [Jun 23] ( 21.388,  89.487)     987043           590      16     134    83196
2012-175T18:34:06.6664Z [Jun 23] ( 22.277,  90.127)      48674             0       1      12    83196
2012-175T18:34:06.8509Z [Jun 23] ( 22.314,  90.175)      48616           220       2      13    83196
2012-175T18:34:06.8599Z [Jun 23] ( 22.435,  90.624)      66485           196       5      17    83196
2012-175T18:34:09.1262Z [Jun 23] ( 22.607,  90.734)      49906           222       6      12    83196
2012-175T18:34:17.6814Z [Jun 23] ( 21.153,  89.152)     350056           530      11      43    83196
2012-175T18:34:29.4340Z [Jun 23] ( 22.725,  90.740)     813726           386       9     101    83196
2012-175T18:34:38.6424Z [Jun 23] ( 25.167,  89.748)     401826           469       8      87    83196
2012-175T18:34:47.6056Z [Jun 23] ( 21.394,  89.515)    2371974           540      26     223    83196
2012-175T18:34:49.4910Z [Jun 23] ( 21.047,  89.237)    1317350          1136      13     240    83196
2012-175T18:34:49.6483Z [Jun 23] ( 21.393,  89.120)     182529           469       4      43    83196
2012-175T18:34:49.7794Z [Jun 23] ( 21.198,  89.165)     229674             0       1      43    83196
2012-175T18:34:49.8689Z [Jun 23] ( 21.138,  89.192)     120915             0       1      20    83196
2012-175T18:34:52.8693Z [Jun 23] ( 25.184,  89.560)      50054           313       4      12    83196
2012-175T18:34:52.9432Z [Jun 23] ( 22.043,  90.126)    1188675           294      21     112    83196
2012-175T18:34:53.1563Z [Jun 23] ( 22.116,  90.128)      43249            21       4       9    83196
2012-175T18:35:01.0682Z [Jun 23] ( 22.451,  89.819)     142173           207       5      23    83196
2012-175T18:35:03.3742Z [Jun 23] ( 22.445,  90.634)     123889           111       7      19    83196
2012-175T18:35:14.4002Z [Jun 23] ( 25.175,  89.626)     181064           377       4      26    83196
2012-175T18:35:14.7761Z [Jun 23] ( 25.147,  89.730)       5025             0       1       1    83196
2012-175T18:35:15.3937Z [Jun 23] ( 22.764,  90.744)      15627             0       1       2    83196
2012-175T18:35:17.6158Z [Jun 23] ( 25.288,  89.700)     127235           391       7      25    83196
2012-175T18:35:24.9157Z [Jun 23] ( 22.738,  90.775)     359079            99       4      46    83196
2012-175T18:35:43.2732Z [Jun 23] ( 25.247,  89.720)      68179             2       2      13    83196
2012-175T18:35:43.3179Z [Jun 23] ( 25.192,  89.723)     218655            89       4      40    83196
2012-175T18:35:44.9189Z [Jun 23] ( 25.129,  89.673)       7162             0       1       1    83196
2012-176T17:38:36.1961Z [Jun 24] ( 22.046,  90.748)    1507111           452      35     200    83211
2012-176T17:38:36.3695Z [Jun 24] ( 21.980,  90.751)    1595901             2       2      91    83211
2012-176T17:39:30.4763Z [Jun 24] ( 22.156,  91.891)     660878           347      15      82    83211
2012-176T17:39:30.5175Z [Jun 24] ( 22.017,  91.973)     641423           248      11      94    83211
2012-176T17:39:30.5210Z [Jun 24] ( 22.090,  91.835)      34572             0       1       6    83211
2012-176T17:39:30.7271Z [Jun 24] ( 22.067,  91.923)     316913            17       2      52    83211
2012-176T17:39:39.3963Z [Jun 24] ( 21.592,  90.753)     568866           289      13      52    83211
2012-177T18:20:49.8664Z [Jun 25] ( 26.499,  89.163)      44906            21       2       8    83227
2012-177T18:20:52.1583Z [Jun 25] ( 26.566,  89.004)      63188           111       3      11    83227
2012-177T18:20:53.6282Z [Jun 25] ( 26.421,  89.566)      32057           111       5       7    83227
2012-177T18:20:53.9684Z [Jun 25] ( 26.762,  89.153)      17988             0       1       3    83227
2012-177T18:20:54.5322Z [Jun 25] ( 26.373,  89.533)      35237           405       6       8    83227
2012-177T18:20:55.0553Z [Jun 25] ( 26.704,  89.115)      39158            78       4       8    83227
2012-177T18:20:55.7086Z [Jun 25] ( 26.363,  89.631)      18331           184       4       4    83227
2012-177T18:20:56.3085Z [Jun 25] ( 26.497,  89.744)      28170           222       7       7    83227
2012-177T18:20:56.9156Z [Jun 25] ( 26.260,  89.823)     212442           234       8      30    83227
2012-177T18:20:57.1301Z [Jun 25] ( 26.562,  89.151)      12980             0       1       3    83227
2012-177T18:20:58.0110Z [Jun 25] ( 26.428,  89.720)      49297           138       5      12    83227
2012-177T18:20:58.0688Z [Jun 25] ( 26.440,  89.547)      11009             0       1       2    83227
2012-177T18:20:58.4713Z [Jun 25] ( 26.565,  89.236)       5536             0       1       1    83227
2012-177T18:20:59.1015Z [Jun 25] ( 26.334,  89.931)      30639           311       4       7    83227
2012-177T18:20:59.9341Z [Jun 25] ( 26.389,  89.636)     224408           666      19      42    83227
2012-177T18:21:00.6432Z [Jun 25] ( 26.569,  89.805)     240092           603       8      24    83227
2012-177T18:21:00.9904Z [Jun 25] ( 26.486,  89.646)      24510            71       5       5    83227
2012-177T18:21:02.1904Z [Jun 25] ( 26.615,  89.049)      72628           291       6      15    83227
2012-177T18:21:02.5195Z [Jun 25] ( 26.511,  89.883)      52868           125       5      10    83227
2012-177T18:21:02.6864Z [Jun 25] ( 26.375,  89.935)      61398           241       4      11    83227
2012-177T18:21:03.0049Z [Jun 25] ( 26.536,  89.989)     249494           296       7      26    83227
2012-177T18:21:03.0120Z [Jun 25] ( 26.485,  89.698)      34286           152       2       6    83227
2012-177T18:21:03.1054Z [Jun 25] ( 26.677,  89.702)     713531           456      15      75    83227
2012-177T18:21:03.1838Z [Jun 25] ( 26.498,  89.604)      38595             0       1       4    83227
2012-177T18:21:03.3934Z [Jun 25] ( 26.597,  90.231)      39746           413       7       7    83227
2012-177T18:21:04.1617Z [Jun 25] ( 26.357,  89.785)      24381           105       3       5    83227
2012-177T18:21:04.4642Z [Jun 25] ( 26.487,  90.234)      16168           128       2       4    83227
2012-177T18:21:04.5195Z [Jun 25] ( 26.442,  89.885)     118794           354      10      21    83227
2012-177T18:21:04.6612Z [Jun 25] ( 26.725,  89.053)      14358             0       1       3    83227
2012-177T18:21:05.5672Z [Jun 25] ( 26.386,  89.989)      70382           388       7      12    83227
2012-177T18:21:05.6888Z [Jun 25] ( 26.417,  89.773)      65760           342       7      12    83227
2012-177T18:21:05.7084Z [Jun 25] ( 26.590,  89.899)      99649           318       7      16    83227
2012-177T18:21:05.8732Z [Jun 25] ( 26.729,  89.234)      57053            21       3       9    83227
2012-177T18:21:05.8928Z [Jun 25] ( 26.640,  90.302)      32033           164       4       8    83227
2012-177T18:21:06.1526Z [Jun 25] ( 26.544,  90.279)     372571           526      15      48    83227
2012-177T18:21:06.4607Z [Jun 25] ( 26.630,  89.336)      28828             0       1       5    83227
2012-177T18:21:06.8973Z [Jun 25] ( 26.481,  89.619)     110342           333       5      17    83227
2012-177T18:21:06.9154Z [Jun 25] ( 26.450,  90.166)      38271           230       4       8    83227
2012-177T18:21:07.1355Z [Jun 25] ( 26.518,  89.817)      68385            71       3      11    83227
2012-177T18:21:07.3953Z [Jun 25] ( 26.568,  89.174)      30278           245       5       7    83227
2012-177T18:21:07.5169Z [Jun 25] ( 26.629,  89.724)      54651            48       2       9    83227
2012-177T18:21:07.9214Z [Jun 25] ( 26.453,  89.944)      49963             2       2       8    83227
2012-177T18:21:07.9556Z [Jun 25] ( 26.629,  88.961)      11665            62       3       3    83227
2012-177T18:21:08.2169Z [Jun 25] ( 26.546,  89.937)      81184           311       6      14    83227
2012-177T18:21:08.3476Z [Jun 25] ( 26.386,  89.843)      33753            27       2       5    83227
2012-177T18:21:08.9456Z [Jun 25] ( 26.607,  89.091)      34315            30       2       6    83227
2012-177T18:21:09.3094Z [Jun 25] ( 26.454,  90.259)     104222           521      16      20    83227
2012-177T18:21:09.5903Z [Jun 25] ( 26.368,  89.702)     117020           113       4      18    83227
2012-177T18:21:09.8124Z [Jun 25] ( 26.531,  89.705)     173636           488       7      27    83227
2012-177T18:21:09.8139Z [Jun 25] ( 26.570,  89.829)      79012           293       7      17    83227
2012-177T18:21:10.0360Z [Jun 25] ( 26.442,  89.532)       4158             0       1       1    83227
2012-177T18:21:10.3586Z [Jun 25] ( 26.455,  89.816)      50896            12       2       7    83227
2012-177T18:21:10.9259Z [Jun 25] ( 26.602,  89.976)      32959           326       5       7    83227
2012-177T18:21:11.0475Z [Jun 25] ( 26.603,  90.239)     366952           637      26      61    83227
2012-177T18:21:11.1983Z [Jun 25] ( 26.328,  89.820)      83586           132       6      15    83227
2012-177T18:21:11.2229Z [Jun 25] ( 26.472,  90.336)     687810           600      14      62    83227
2012-177T18:21:11.2249Z [Jun 25] ( 26.459,  90.840)     111933           580      13      22    83227
2012-177T18:21:11.3128Z [Jun 25] ( 26.426,  90.002)      21696            25       3       5    83227
2012-177T18:21:11.5490Z [Jun 25] ( 26.659,  89.772)     108384           453      12      21    83227
2012-177T18:21:11.5917Z [Jun 25] ( 26.459,  90.445)     215189           426       7      28    83227
2012-177T18:21:12.4837Z [Jun 25] ( 26.509,  90.563)     147194           616      14      29    83227
2012-177T18:21:12.8616Z [Jun 25] ( 26.357,  89.539)      54551           379       6      11    83227
2012-177T18:21:12.9259Z [Jun 25] ( 26.354,  89.896)      14761             1       2       3    83227
2012-177T18:21:13.2445Z [Jun 25] ( 26.468,  89.861)      13607             0       1       3    83227
2012-177T18:21:13.4360Z [Jun 25] ( 26.597,  90.422)     189972           333       9      25    83227
2012-177T18:21:13.4686Z [Jun 25] ( 26.580,  90.302)       9462           144       2       2    83227
2012-177T18:21:13.4792Z [Jun 25] ( 26.515,  90.248)      27682            82       2       4    83227
2012-177T18:21:13.5686Z [Jun 25] ( 26.587,  89.779)      12980            68       3       3    83227
2012-177T18:21:13.7209Z [Jun 25] ( 26.502,  90.004)      42389           118       3       7    83227
2012-177T18:21:14.0073Z [Jun 25] ( 26.428,  89.733)      60614           327       7      13    83227
2012-177T18:21:14.7701Z [Jun 25] ( 26.491,  89.169)      30273             2       2       6    83227
2012-177T18:21:14.8239Z [Jun 25] ( 26.548,  90.969)      70499            67       5      14    83227
2012-177T18:21:14.8259Z [Jun 25] ( 26.666,  89.249)       5536             0       1       1    83227
2012-177T18:21:15.1781Z [Jun 25] ( 26.720,  89.890)      44832           335       3       8    83227
2012-177T18:21:15.4490Z [Jun 25] ( 26.416,  90.719)      89094           635       7      18    83227
2012-177T18:21:15.4932Z [Jun 25] ( 26.488,  90.269)      16097           172       4       4    83227
2012-177T18:21:15.5470Z [Jun 25] ( 26.396,  89.972)      45334           139       4       6    83227
2012-177T18:21:15.5525Z [Jun 25] ( 26.488,  89.796)     106058           136       5      19    83227
